City citipy;Country code citipy;Country;City ID;City;Country Abbreviation;Longitude;Latitude;Temperature;Humidity;Wind;Clouds
Durazno;UY;Uruguay;3442727;Durazno;UY;-56.52;-33.38;20.82;99;4.27;92
Diamantino;BR;Brazil;3464724;Diamantino;BR;-56.44;-14.4;29.4;74;2.12;68
Moindou;NC;New caledonia;2140466;Moindou;NC;165.68;-21.69;22.0;94;1.5;90
Mount gambier;AU;Australia;2156643;Mount Gambier;AU;140.78;-37.83;10.0;87;3.1;0
Tambo;PE;Peru;3929403;Tambo;PE;-74.02;-12.95;14.02;75;0.77;80
Imbituba;BR;Brazil;3461370;Imbituba;BR;-48.67;-28.24;30.0;70;7.2;40
Baiao;BR;Brazil;3406844;Baiao;BR;-49.67;-2.79;23.85;100;1.32;92
Rio branco;BR;Brazil;3662574;Rio Branco;BR;-67.82;-9.98;30.0;62;4.6;40
Belmonte;BR;Brazil;3448454;Belmonte;BR;-53.58;-26.84;25.5;96;1.97;56
Sechura;PE;Peru;3691954;Sechura;PE;-80.82;-5.56;25.65;77;2.07;12
Porto walter;BR;Brazil;3662761;Porto Walter;BR;-72.74;-8.27;32.85;55;1.47;8
Mar del plata;AR;Argentina;3863379;Mar del Plata;AR;-67.52;-46.43;21.35;29;8.37;0
Cabedelo;BR;Brazil;3404558;Cabedelo;BR;-34.84;-6.97;30.0;58;7.2;20
Kambove;CD;Congo (democratic republic of the);923058;Kambove;CD;26.6;-10.88;20.77;81;1.62;12
Russell;NZ;New zealand;2188874;Russell;NZ;174.12;-35.26;17.57;96;0.97;88
Viedma;AR;Argentina;3832899;Viedma;AR;-62.99;-40.81;17.27;85;3.32;0
Oriximina;BR;Brazil;3393471;Oriximina;BR;-55.87;-1.77;25.4;92;1.52;92
Arraial do cabo;BR;Brazil;3471451;Arraial do Cabo;BR;-42.02;-22.97;30.56;65;10.3;0
Barao de melgaco;BR;Brazil;3470871;Barao de Melgaco;BR;-55.97;-16.19;28.0;61;2.6;75
Bima;ID;Indonesia;1648759;Bima;ID;118.73;-8.45;25.5;96;1.07;76
Kalakamati;BW;Botswana;933390;Kalakamati;BW;27.31;-20.59;25.0;73;1.0;40
Coquimbo;CL;Chile;3893629;Coquimbo;CL;-71.34;-29.95;20.0;60;6.7;20
Cape town;ZA;South africa;3369157;Cape Town;ZA;18.42;-33.93;19.0;77;4.6;75
Acari;PE;Peru;3948613;Acari;PE;-74.62;-15.44;22.25;67;1.67;12
Kerema;PG;Papua new guinea;2094144;Kerema;PG;145.78;-7.96;21.22;100;1.32;76
Mayor pablo lagerenza;PY;Paraguay;3867427;Mayor Pablo Lagerenza;PY;-60.77;-19.93;37.35;37;9.37;0
Mackay;AU;Australia;2159220;Mackay;AU;149.2;-21.15;25.0;94;5.7;100
Bambous virieux;MU;Mauritius;1106677;Bambous Virieux;MU;57.76;-20.34;28.0;83;5.1;40
Denpasar;ID;Indonesia;1645528;Denpasar;ID;115.22;-8.65;28.0;88;2.6;40
Jutai;BR;Brazil;3388869;Jutai;BR;-47.89;-1.71;24.87;96;1.37;92
Namatanai;PG;Papua new guinea;2090021;Namatanai;PG;152.44;-3.66;28.52;100;4.62;0
Taltal;CL;Chile;3870243;Taltal;CL;-70.49;-25.41;20.6;67;2.12;0
Auki;SB;Solomon islands;2109701;Auki;SB;160.7;-8.77;26.72;100;2.42;32
Port macquarie;AU;Australia;2152659;Port Macquarie;AU;152.91;-31.43;20.0;100;1.5;92
Pindobacu;BR;Brazil;3453827;Pindobacu;BR;-40.36;-10.74;29.35;61;4.37;32
Bindura;ZW;Zimbabwe;895061;Bindura;ZW;31.33;-17.3;18.17;96;1.12;64
Santa rosa;AR;Argentina;3835994;Santa Rosa;AR;-64.29;-36.62;20.97;79;2.12;0
Tarabuco;BO;Bolivia (plurinational state of);3903391;Tarabuco;BO;-64.92;-19.18;17.15;92;1.47;64
Russell;NZ;New zealand;2188874;Russell;NZ;174.12;-35.26;17.57;96;0.97;88
Santa elena;EC;Ecuador;3651438;Santa Elena;EC;-80.86;-2.23;27.0;78;4.1;75
Isangel;VU;Vanuatu;2136825;Isangel;VU;169.27;-19.55;25.07;100;3.12;92
Port elizabeth;ZA;South africa;964420;Port Elizabeth;ZA;25.57;-33.92;21.0;73;4.6;20
Estrela;BR;Brazil;3459035;Estrela;BR;-51.96;-29.5;28.47;69;2.07;80
San antonio;CL;Chile;3872395;San Antonio;CL;-71.61;-33.58;21.77;63;6.2;0
Carutapera;BR;Brazil;3402648;Carutapera;BR;-46.02;-1.2;22.77;100;3.47;88
Otane;NZ;New zealand;2185329;Otane;NZ;176.62;-39.89;14.97;87;1.82;8
Rikitea;PF;French polynesia;4030556;Rikitea;PF;-134.97;-23.12;26.62;97;6.72;44
Broken hill;AU;Australia;2173911;Broken Hill;AU;141.45;-31.97;23.0;18;7.7;0
Quatre cocos;MU;Mauritius;1106643;Quatre Cocos;MU;57.76;-20.21;28.0;83;5.1;40
San cristobal;EC;Ecuador;3652567;San Cristobal;EC;-79.44;-1.02;17.42;100;1.52;92
Kimbe;PG;Papua new guinea;2093967;Kimbe;PG;150.15;-5.56;26.87;100;2.12;36
Avarua;CK;Cook islands;4035715;Avarua;CK;-159.78;-21.21;26.0;69;8.2;40
Kununurra;AU;Australia;2068110;Kununurra;AU;128.74;-15.77;26.0;94;3.42;24
Sambava;MG;Madagascar;1056899;Sambava;MG;50.17;-14.27;27.65;100;2.12;88
Comodoro rivadavia;AR;Argentina;3860443;Comodoro Rivadavia;AR;-67.48;-45.87;25.0;12;8.7;0
Honiara;SB;Solomon islands;2108502;Honiara;SB;159.96;-9.43;23.0;100;1.17;48
Jaguaruna;BR;Brazil;3460197;Jaguaruna;BR;-49.03;-28.62;29.62;83;3.97;64
Beloha;MG;Madagascar;1067565;Beloha;MG;45.06;-25.17;23.07;98;3.67;100
Gondanglegi;ID;Indonesia;1640660;Gondanglegi;ID;112.01;-7.75;22.25;100;1.32;92
Kieta;PG;Papua new guinea;2094027;Kieta;PG;155.63;-6.22;24.82;100;2.22;8
Abancay;PE;Peru;3948642;Abancay;PE;-72.88;-13.64;3.0;100;6.2;75
Caravelas;BR;Brazil;3466980;Caravelas;BR;-39.27;-17.73;26.57;100;5.47;8
Sorong;ID;Indonesia;1626542;Sorong;ID;131.25;-0.86;28.0;100;3.57;8
Antsohihy;MG;Madagascar;1068971;Antsohihy;MG;47.99;-14.88;22.37;100;1.97;92
Samarai;PG;Papua new guinea;2132606;Samarai;PG;150.67;-10.62;28.12;100;4.07;56
Swellendam;ZA;South africa;950709;Swellendam;ZA;20.44;-34.02;21.0;56;8.7;0
Belmonte;BR;Brazil;3448454;Belmonte;BR;-53.58;-26.84;25.5;96;1.97;56
Batemans bay;AU;Australia;2176639;Batemans Bay;AU;150.18;-35.71;17.57;100;0.47;92
Padang;ID;Indonesia;1633419;Padang;ID;100.36;-0.92;26.87;100;0.17;80
Saint-philippe;RE;Réunion;935215;Saint-Philippe;RE;55.77;-21.36;27.0;74;2.1;0
Hobart;AU;Australia;2163355;Hobart;AU;147.33;-42.88;15.0;72;2.1;75
Puerto varas;CL;Chile;3874930;Puerto Varas;CL;-72.98;-41.32;18.0;39;4.1;0
Neiafu;TO;Tonga;4032420;Neiafu;TO;-173.98;-18.65;27.0;94;3.12;40
Puerto leguizamo;CO;Colombia;3671437;Puerto Leguizamo;CO;-74.78;-0.19;28.15;81;1.47;44
Saint-philippe;RE;Réunion;935215;Saint-Philippe;RE;55.77;-21.36;27.0;74;2.1;0
Innisfail;AU;Australia;2162683;Innisfail;AU;146.03;-17.52;22.62;96;0.67;92
Duartina;BR;Brazil;3464422;Duartina;BR;-49.41;-22.41;31.37;41;3.6;40
