City citipy;Country code citipy;Country;City ID;City;Country Abbreviation;Longitude;Latitude;Temperature;Humidity;Wind;Clouds
Bekhtery;UA;Ukraine;712682;Bekhtery;UA;32.3;46.25;2.0;90;4.0;90
Manzanillo;MX;Mexico;3996663;Manzanillo;MX;-104.32;19.05;26.77;75;1.42;0
South sioux city;US;United states of america;5079250;South Sioux City;US;-96.41;42.47;-0.68;63;7.7;1
Kyrylivka;UA;Ukraine;689198;Kyrylivka;UA;37.3;47.65;0.22;99;8.17;92
Acapulco;MX;Mexico;3533462;Acapulco;MX;-99.88;16.86;30.0;66;3.1;20
Cuajinicuilapa;MX;Mexico;3530046;Cuajinicuilapa;MX;-98.41;16.47;28.27;88;1.67;0
Ozinki;RU;Russian federation;513328;Ozinki;RU;49.73;51.2;-14.36;82;3.57;80
Torbay;CA;Canada;6167817;Torbay;CA;-52.73;47.66;5.0;100;5.1;90
Dzitas;MX;Mexico;3529652;Dzitas;MX;-88.52;20.85;26.0;57;5.1;75
Banda aceh;ID;Indonesia;1215502;Banda Aceh;ID;95.32;5.56;24.67;96;1.57;80
Nanortalik;GL;Greenland;3421765;Nanortalik;GL;-45.24;60.14;-0.18;85;13.12;88
Pudozh;RU;Russian federation;504269;Pudozh;RU;36.54;61.81;-7.13;91;2.87;76
Rayachoti;IN;India;1258291;Rayachoti;IN;78.75;14.06;14.75;90;2.07;0
Mayo;CA;Canada;6068416;Mayo;CA;-135.9;63.59;-33.0;74;1.17;90
Nouadhibou;MR;Mauritania;2377457;Nouadhibou;MR;-17.03;20.93;20.0;56;6.7;0
Kapit;MY;Malaysia;1737185;Kapit;MY;112.94;2.02;22.92;98;0.92;68
Husavik;IS;Iceland;2629833;Husavik;IS;-17.34;66.04;-2.01;94;5.27;0
Tallahassee;US;United states of america;4174715;Tallahassee;US;-84.28;30.44;13.04;28;4.6;1
Provideniya;RU;Russian federation;4031574;Provideniya;RU;-173.23;64.42;-17.18;100;11.37;32
Meulaboh;ID;Indonesia;1214488;Meulaboh;ID;96.13;4.14;26.5;100;1.52;92
Sal rei;CV;Cabo verde;3374235;Sal Rei;CV;-22.92;16.18;23.0;64;6.2;0
Saiha;IN;India;1257771;Saiha;IN;92.98;22.49;10.1;85;1.12;0
Harer;ET;Ethiopia;335035;Harer;ET;42.13;9.31;9.97;72;1.22;12
Dzitas;MX;Mexico;3529652;Dzitas;MX;-88.52;20.85;26.0;57;5.1;75
Pacific grove;US;United states of america;5380437;Pacific Grove;US;-121.92;36.62;12.15;74;1.77;1
Prince rupert;CA;Canada;6113406;Prince Rupert;CA;-130.32;54.32;7.0;87;5.7;90
Yangambi;CD;Congo (democratic republic of the);203717;Yangambi;CD;24.47;0.77;24.1;94;0.97;32
Batagay-alyta;RU;Russian federation;2027042;Batagay-Alyta;RU;130.41;67.8;-34.38;45;1.17;64
Tala;EG;Egypt;347612;Tala;EG;30.94;30.68;5.47;79;1.57;0
Kuandian;CN;China;2036283;Kuandian;CN;124.78;40.73;-18.66;57;1.17;0
Abalak;NE;Niger;2448245;Abalak;NE;6.28;15.46;22.27;51;1.32;12
Umm lajj;SA;Saudi arabia;100926;Umm Lajj;SA;37.27;25.02;18.42;96;5.02;68
Evanston;US;United states of america;4891382;Evanston;US;-87.69;42.04;-5.24;61;4.37;90
Soria;ES;Spain;3108681;Soria;ES;-2.46;41.76;-3.53;71;4.12;0
Matias romero;MX;Mexico;3523450;Matias Romero;MX;-95.03;16.88;21.12;78;7.12;64
Petawawa;CA;Canada;6101607;Petawawa;CA;-77.27;45.89;-13.0;60;9.3;40
Kharp;RU;Russian federation;1503726;Kharp;RU;65.8;66.82;-34.91;51;1.42;0
French harbor;HN;Honduras;3609667;French Harbor;HN;-86.43;16.35;26.0;78;6.2;40
Laerdalsoyri;NO;Norway;3148569;Laerdalsoyri;NO;7.48;61.1;3.0;100;22.6;75
Paraiso;MX;Mexico;4011743;Paraiso;MX;-104.61;24.01;20.0;24;3.1;5
Eureka;US;United states of america;5563397;Eureka;US;-124.16;40.8;14.2;66;3.6;90
Lahij;YE;Yemen;73560;Lahij;YE;44.88;13.06;17.92;96;1.42;20
Pakala;IN;India;1260830;Pakala;IN;79.11;13.45;15.62;94;1.62;0
Klyuchi;RU;Russian federation;1503153;Klyuchi;RU;79.17;52.25;-18.38;68;1.52;36
Poros;GR;Greece;736151;Poros;GR;21.53;40.11;3.22;77;4.27;0
Nuuk;GL;Greenland;3421319;Nuuk;GL;-51.74;64.17;-9.0;78;4.6;20
Zakharovo;RU;Russian federation;465446;Zakharovo;RU;39.28;54.37;-10.18;86;2.22;68
Fort nelson;CA;Canada;5955902;Fort Nelson;CA;-122.69;58.81;-23.0;76;2.1;75
Nalut;LY;Libya;2214433;Nalut;LY;10.98;31.86;10.02;58;5.42;0
Balkhash;KZ;Kazakhstan;1525798;Balkhash;KZ;74.98;46.84;-11.43;100;2.02;44
Pangnirtung;CA;Canada;6096551;Pangnirtung;CA;-65.72;66.15;-31.0;67;1.0;5
Shieli;KZ;Kazakhstan;1524801;Shieli;KZ;66.74;44.18;-2.63;90;5.47;20
Kanata;CA;Canada;6094817;Kanata;CA;-75.9;45.32;-8.47;66;11.8;75
Fukue;JP;Japan;1848373;Fukue;JP;136.69;35.03;3.29;86;5.7;75
Palauig;PH;Philippines;1696188;Palauig;PH;119.9;15.44;23.52;92;2.97;0
Ola;RU;Russian federation;2122574;Ola;RU;151.3;59.58;-18.61;100;4.57;0
Manadhoo;MV;Maldives;1337618;Manadhoo;MV;73.38;5.77;27.6;100;2.87;0
Verkhnyaya inta;RU;Russian federation;1487332;Verkhnyaya Inta;RU;60.32;65.99;-20.53;81;2.07;56
San jeronimo;MX;Mexico;3982846;San Jeronimo;MX;-110.79;29.37;16.0;93;1.97;90
Krivosheino;RU;Russian federation;1501795;Krivosheino;RU;83.93;57.34;-26.61;47;2.17;0
Bilibino;RU;Russian federation;2126682;Bilibino;RU;166.44;68.06;-17.61;61;2.12;8
Hachinohe;JP;Japan;2130203;Hachinohe;JP;141.48;40.47;1.0;59;7.7;75
Kahului;US;United states of america;5847411;Kahului;US;-156.47;20.89;21.25;96;2.77;40
Wuhu;CN;China;1791236;Wuhu;CN;118.43;31.35;4.0;100;1.0;90
Rosarito;MX;Mexico;3980161;Rosarito;MX;-109.91;27.04;23.0;60;4.6;75
Kisangani;CD;Congo (democratic republic of the);212730;Kisangani;CD;25.21;0.52;26.77;76;0.92;56
Ranong;TH;Thailand;1150965;Ranong;TH;98.62;9.96;27.0;78;1.5;20
Mayo;CA;Canada;6068416;Mayo;CA;-135.9;63.59;-33.0;74;1.17;90
Freeport;US;United states of america;4893171;Freeport;US;-89.62;42.3;-4.99;61;2.07;1
Belen;US;United states of america;5456975;Belen;US;-106.78;34.66;5.38;60;0.42;75
Acapulco;MX;Mexico;3533462;Acapulco;MX;-99.88;16.86;30.0;66;3.1;20
Krasnoshchekovo;RU;Russian federation;1502066;Krasnoshchekovo;RU;82.73;51.67;-13.88;83;1.87;80
Atar;MR;Mauritania;2381334;Atar;MR;-13.05;20.52;27.0;14;5.1;0
Gerash;IR;Iran (islamic republic of);133595;Gerash;IR;54.14;27.67;12.0;50;1.52;0
Podkumskiy;RU;Russian federation;508257;Podkumskiy;RU;43.21;44.08;-4.0;92;9.0;0
Chunoyar;RU;Russian federation;1507638;Chunoyar;RU;97.32;57.45;-11.76;57;2.87;44
Quang ngai;VN;Viet nam;1568770;Quang Ngai;VN;108.8;15.12;19.57;100;1.07;92
Ostrovnoy;RU;Russian federation;556268;Ostrovnoy;RU;39.51;68.05;-11.16;84;12.77;88
Hofn;IS;Iceland;2630299;Hofn;IS;-15.21;64.25;6.0;48;3.6;20
Adre;TD;Chad;245669;Adre;TD;22.2;13.47;22.12;37;2.92;0
Alamosa;US;United states of america;5411479;Alamosa;US;-105.87;37.47;-3.5;64;1.67;1
Hailar;CN;China;2037078;Hailar;CN;119.7;49.2;-24.76;37;1.97;0
Belaguntha;IN;India;1276568;Belaguntha;IN;84.65;19.88;11.82;81;1.17;0
The valley;AI;Anguilla;3573374;The Valley;AI;-63.06;18.22;26.53;65;4.6;20
Zhigansk;RU;Russian federation;2012530;Zhigansk;RU;123.37;66.77;-40.01;86;2.42;32
High level;CA;Canada;5975004;High Level;CA;-117.13;58.52;-20.58;66;2.57;92
Abhar;IR;Iran (islamic republic of);145034;Abhar;IR;49.22;36.14;-10.78;65;1.62;0
Gorin;RU;Russian federation;2023943;Gorin;RU;136.66;51.2;-30.08;32;0.42;0
Valkeala;FI;Finland;632669;Valkeala;FI;26.8;60.94;-6.0;92;4.6;90
Chokurdakh;RU;Russian federation;2126123;Chokurdakh;RU;147.9;70.62;-37.03;64;3.42;8
Severomuysk;RU;Russian federation;2016907;Severomuysk;RU;113.57;56.17;-21.11;72;1.72;24
Sisimiut;GL;Greenland;3419842;Sisimiut;GL;-53.67;66.94;-28.33;100;0.82;0
Skjervoy;NO;Norway;777682;Skjervoy;NO;20.97;70.03;0.45;74;8.2;90
Hami;CN;China;1529484;Hami;CN;93.51;42.84;-12.63;59;0.27;76
Zunyi;CN;China;1783621;Zunyi;CN;106.92;27.73;1.15;100;1.22;92
Chunoyar;RU;Russian federation;1507638;Chunoyar;RU;97.32;57.45;-11.76;57;2.87;44
Tateyama;JP;Japan;1849876;Tateyama;JP;137.31;36.66;0.15;100;1.42;92
Remedios;PA;Panama;3701491;Remedios;PA;-81.83;8.23;31.0;52;4.1;20
Raduzhnyy;RU;Russian federation;1540356;Raduzhnyy;RU;77.47;62.1;-27.93;53;6.52;36
Mountrath;IE;Ireland;2962465;Mountrath;IE;-7.47;53.0;6.6;96;1.37;92
Norman wells;CA;Canada;6089245;Norman Wells;CA;-126.83;65.28;-36.0;73;3.6;90
Ossora;RU;Russian federation;2122389;Ossora;RU;163.07;59.24;-4.18;86;2.77;56
Saint albans;US;United states of america;5240569;Saint Albans;US;-73.08;44.81;-6.53;77;6.02;90
Rossosh;RU;Russian federation;501231;Rossosh;RU;39.58;50.2;-5.26;94;4.67;92
Rudbar;AF;Afghanistan;1128239;Rudbar;AF;62.6;30.15;12.52;48;4.22;0
Clyde river;CA;Canada;5924351;Clyde River;CA;-68.59;70.47;-32.0;74;2.1;20
Whitefish;US;United states of america;5686121;Whitefish;US;-114.33;48.41;1.1;85;1.22;90
Grand-lahou;CI;Côte d'ivoire;2288105;Grand-Lahou;CI;-5.0;5.24;29.4;64;3.47;12
Santiago de cuba;CU;Cuba;3536729;Santiago de Cuba;CU;-75.83;20.03;28.37;45;2.6;40
Talnakh;RU;Russian federation;1490256;Talnakh;RU;88.39;69.49;-34.93;51;1.62;56
Lai;TD;Chad;2429296;Lai;TD;16.3;9.4;25.65;45;1.32;0
Predejane;RS;Serbia;786806;Predejane;RS;22.13;42.83;-3.0;92;7.7;90
Xichang;CN;China;1789647;Xichang;CN;102.25;27.88;6.37;27;1.17;0
Kovur;IN;India;1265888;Kovur;IN;79.99;14.5;16.9;89;1.42;0
Oakville;US;United states of america;4880620;Oakville;US;-91.04;41.1;-3.28;53;2.6;1
Ketchikan;US;United states of america;5554428;Ketchikan;US;-131.65;55.34;6.87;88;10.3;90
Telimele;GN;Guinea;2414926;Telimele;GN;-13.03;10.9;30.72;36;1.72;0
Olbia;IT;Italy;6540127;Olbia;IT;9.49;40.92;7.0;99;3.1;20
Novopavlovka;RU;Russian federation;2018896;Novopavlovka;RU;109.22;51.21;-25.73;39;1.07;0
Matamoros;MX;Mexico;3996426;Matamoros;MX;-103.23;25.53;22.0;37;2.6;5
Puerto berrio;CO;Colombia;3671540;Puerto Berrio;CO;-74.4;6.49;26.82;78;0.72;8
Hilo;US;United states of america;5855927;Hilo;US;-155.08;19.71;23.3;73;2.6;1
Ewa beach;US;United states of america;5855051;Ewa Beach;US;-158.01;21.32;22.69;66;2.1;90
Ilulissat;GL;Greenland;3423146;Ilulissat;GL;-51.1;69.22;-19.0;44;0.5;20
Dwarka;IN;India;1273294;Dwarka;IN;77.04;28.58;11.0;81;1.22;20
Mantua;CU;Cuba;3547930;Mantua;CU;-84.28;22.29;24.37;64;3.37;0
Sturgeon falls;CA;Canada;5952554;Sturgeon Falls;CA;-79.93;46.36;-17.0;77;7.7;90
Anadyr;RU;Russian federation;2127202;Anadyr;RU;177.51;64.73;-10.0;72;14.0;20
Mahibadhoo;MV;Maldives;1337605;Mahibadhoo;MV;72.97;3.78;27.6;100;6.72;36
Mokhsogollokh;RU;Russian federation;2019867;Mokhsogollokh;RU;128.95;61.4;-31.23;70;1.32;48
Leo;BF;Burkina faso;2358382;Leo;BF;-2.1;11.1;30.0;29;1.27;0
Rewari;IN;India;1258178;Rewari;IN;76.62;28.2;11.0;81;1.22;20
Chany;RU;Russian federation;1508458;Chany;RU;76.76;55.31;-25.61;65;1.42;32
Erzin;RU;Russian federation;1506938;Erzin;RU;95.16;50.26;-31.28;61;0.77;32
Verkh-usugli;RU;Russian federation;2013459;Verkh-Usugli;RU;115.17;52.7;-22.58;59;1.07;8
Ordu;TR;Turkey;741100;Ordu;TR;37.88;40.98;7.0;52;1.0;0
Arlit;NE;Niger;2447513;Arlit;NE;7.39;18.74;15.37;60;1.07;0
Harper;LR;Liberia;2276492;Harper;LR;-7.71;4.38;28.02;100;4.62;44
Myski;RU;Russian federation;1498129;Myski;RU;87.8;53.71;-12.86;77;2.17;64
Iracoubo;GF;French guiana;3381428;Iracoubo;GF;-53.21;5.48;24.75;93;2.52;92
Atyrau;KZ;Kazakhstan;610529;Atyrau;KZ;51.92;47.1;-8.0;85;3.0;75
Shimoda;JP;Japan;1852357;Shimoda;JP;138.93;34.7;11.65;100;7.62;0
Lahij;YE;Yemen;73560;Lahij;YE;44.88;13.06;17.92;96;1.42;20
Masyaf;SY;Syrian arab republic;167046;Masyaf;SY;36.34;35.06;10.0;57;1.5;0
College;US;United states of america;5859699;College;US;-147.8;64.86;-30.53;75;1.52;75
Soroti;UG;Uganda;226234;Soroti;UG;33.61;1.71;24.17;35;6.27;0
Axim;GH;Ghana;2303611;Axim;GH;-2.24;4.87;28.87;97;4.22;0
Lere;NG;Nigeria;2332079;Lere;NG;8.57;10.39;25.37;40;1.77;0
Iqaluit;CA;Canada;5983720;Iqaluit;CA;-68.52;63.75;-31.0;67;6.7;75
Gboko;NG;Nigeria;2318374;Gboko;NG;9.0;7.32;28.85;54;1.27;0
Lebedinyy;RU;Russian federation;2020871;Lebedinyy;RU;125.52;58.52;-15.76;68;2.42;76
Moose factory;CA;Canada;6078372;Moose Factory;CA;-80.61;51.26;-22.0;63;6.2;1
Gonzaga;PH;Philippines;1712751;Gonzaga;PH;121.99;18.26;19.72;100;1.22;56
South lake tahoe;US;United states of america;5397664;South Lake Tahoe;US;-119.98;38.93;4.07;52;1.42;1
Vlagtwedde;NL;Netherlands;2745461;Vlagtwedde;NL;7.11;53.03;2.64;100;3.6;90
Beinamar;TD;Chad;2435708;Beinamar;TD;15.38;8.67;24.1;54;1.62;0
Tongren;CN;China;1792592;Tongren;CN;109.18;27.72;0.87;100;1.32;92
Ippy;CF;Central african republic;238566;Ippy;CF;21.2;6.26;25.32;50;2.87;0
Lingao;CN;China;1803560;Lingao;CN;109.69;19.91;20.42;99;2.22;56
Aljezur;PT;Portugal;2271968;Aljezur;PT;-8.8;37.31;14.72;93;6.02;0
Sarkand;KZ;Kazakhstan;1519691;Sarkand;KZ;79.91;45.41;-8.93;83;1.17;36
Bongandanga;CD;Congo (democratic republic of the);218229;Bongandanga;CD;21.07;1.51;26.4;76;1.22;20
Sterling;US;United states of america;4787534;Sterling;US;-77.4;39.0;1.92;41;10.8;20
Phalodi;IN;India;1259813;Phalodi;IN;72.36;27.13;13.6;54;3.47;0
San vicente;PH;Philippines;1687428;San Vicente;PH;122.87;14.11;26.67;98;10.32;92
Provideniya;RU;Russian federation;4031574;Provideniya;RU;-173.23;64.42;-17.18;100;11.37;32
Yendi;GH;Ghana;2293801;Yendi;GH;0.0;9.45;33.67;33;1.22;0
Benghazi;LY;Libya;88319;Benghazi;LY;20.07;32.12;17.0;100;8.72;0
Mangan;IN;India;1263776;Mangan;IN;88.54;27.5;-13.33;57;0.57;0
Aykhal;RU;Russian federation;2027296;Aykhal;RU;111.51;65.95;-32.68;39;1.22;48
Veraval;IN;India;1253237;Veraval;IN;70.37;20.9;21.62;65;3.47;0
Miri;MY;Malaysia;1738050;Miri;MY;114.01;4.41;24.0;100;1.5;75
Palmer;US;United states of america;5871146;Palmer;US;-149.11;61.6;-11.84;87;0.52;90
Kjopsvik;NO;Norway;3150002;Kjopsvik;NO;16.37;68.1;0.0;100;20.1;75
Baculin;PH;Philippines;1729469;Baculin;PH;126.58;7.45;23.0;100;3.27;88
Goba;ET;Ethiopia;336350;Goba;ET;39.97;7.01;9.02;58;1.52;0
Gao;ML;Mali;2457163;Gao;ML;-0.04;16.28;23.62;23;1.22;12
Oda;JP;Japan;1854774;Oda;JP;132.5;35.19;9.27;100;5.12;76
Whitefish;US;United states of america;5686121;Whitefish;US;-114.33;48.41;1.1;85;1.22;90
Sorochinsk;RU;Russian federation;490554;Sorochinsk;RU;53.15;52.43;-14.58;83;1.42;80
Moron;MN;Mongolia;2029947;Moron;MN;110.32;47.38;-25.88;38;1.37;0
Port hardy;CA;Canada;6111862;Port Hardy;CA;-127.42;50.7;8.0;87;1.5;75
Siocon;PH;Philippines;1724435;Siocon;PH;124.04;11.03;26.57;98;9.22;68
Strezhevoy;RU;Russian federation;1490796;Strezhevoy;RU;77.6;60.73;-34.0;73;2.0;0
Oktyabrskiy;RU;Russian federation;515873;Oktyabrskiy;RU;37.97;55.61;-9.22;92;1.0;75
Westerland;DE;Germany;2810284;Westerland;DE;8.3;54.91;5.15;93;6.57;92
Joshimath;IN;India;1268814;Joshimath;IN;79.57;30.57;-13.88;100;0.32;76
Tinskoy;RU;Russian federation;1489571;Tinskoy;RU;96.92;56.15;-9.23;68;2.62;76
Mutsu;JP;Japan;2127878;Mutsu;JP;141.2;41.29;0.12;100;8.27;36
Tuktoyaktuk;CA;Canada;6170031;Tuktoyaktuk;CA;-133.03;69.44;-38.0;65;3.6;40
Sainte-anne-des-monts;CA;Canada;6137749;Sainte-Anne-des-Monts;CA;-66.49;49.13;-3.11;95;10.62;88
Khatanga;RU;Russian federation;2022572;Khatanga;RU;102.47;71.98;-36.51;60;2.72;0
Meadow lake;CA;Canada;6071421;Meadow Lake;CA;-108.44;54.13;-14.0;77;3.1;90
Peniche;PT;Portugal;2264923;Peniche;PT;-9.38;39.36;12.61;62;4.1;0
Pilibanga;IN;India;1259688;Pilibanga;IN;74.08;29.49;11.82;79;3.17;48
Longyearbyen;SJ;Svalbard and jan mayen;2729907;Longyearbyen;SJ;15.64;78.22;-6.0;79;15.4;90
Ojinaga;MX;Mexico;3994469;Ojinaga;MX;-104.42;29.57;14.8;52;1.02;1
Pilibanga;IN;India;1259688;Pilibanga;IN;74.08;29.49;11.82;79;3.17;48
Gwadar;PK;Pakistan;1177446;Gwadar;PK;62.33;25.12;22.4;94;5.37;0
Tiznit;MA;Morocco;2527089;Tiznit;MA;-9.73;29.7;14.32;78;2.37;0
Salisbury;CA;Canada;6139354;Salisbury;CA;-65.04;46.03;-2.0;79;7.7;90
Galle;LK;Sri lanka;1246294;Galle;LK;80.22;6.04;25.25;100;1.07;12
Riyadh;SA;Saudi arabia;108410;Riyadh;SA;46.72;24.63;12.0;34;2.1;0
Otta;NO;Norway;3143120;Otta;NO;9.54;61.77;-3.36;97;2.22;36
Monywa;MM;Myanmar;1308522;Monywa;MM;95.13;22.12;15.82;92;1.77;0
Bosanska dubica;BA;Bosnia and herzegovina;3203657;Bosanska Dubica;BA;16.81;45.18;1.0;95;3.1;75
Nouakchott;MR;Mauritania;2377450;Nouakchott;MR;-15.98;18.08;23.0;31;4.6;0
El tocuyo;VE;Venezuela (bolivarian republic of);3641275;El Tocuyo;VE;-69.8;9.79;28.0;48;3.1;75
Kuusamo;FI;Finland;649924;Kuusamo;FI;29.19;65.96;-7.0;85;9.8;90
Zunyi;CN;China;1783621;Zunyi;CN;106.92;27.73;1.15;100;1.22;92
Uruzgan;AF;Afghanistan;1131462;Uruzgan;AF;66.63;32.93;-5.86;91;0.97;88
Ferrol;ES;Spain;3123493;Ferrol;ES;-8.23;43.48;6.86;65;2.6;0
Kapaa;US;United states of america;5848280;Kapaa;US;-159.32;22.08;22.05;84;3.1;40
Ciumani;RO;Romania;681436;Ciumani;RO;25.52;46.68;-7.88;90;0.97;80
Altay;CN;China;1529651;Altay;CN;88.13;47.83;-13.28;77;0.92;80
Ouadda;CF;Central african republic;236901;Ouadda;CF;22.4;8.07;23.92;48;2.82;0
Zapolyarnyy;RU;Russian federation;464790;Zapolyarnyy;RU;30.82;69.43;-2.0;86;16.5;75
Verkhnyaya inta;RU;Russian federation;1487332;Verkhnyaya Inta;RU;60.32;65.99;-20.53;81;2.07;56
Santa cruz;CR;Costa rica;3621607;Santa Cruz;CR;-85.58;10.26;33.0;41;7.7;0
Iqaluit;CA;Canada;5983720;Iqaluit;CA;-68.52;63.75;-31.0;67;6.7;75
Lander;US;United states of america;5830007;Lander;US;-108.73;42.83;-2.13;59;4.1;1
Moron;MN;Mongolia;2029947;Moron;MN;110.32;47.38;-25.88;38;1.37;0
Srednekolymsk;RU;Russian federation;2121025;Srednekolymsk;RU;153.71;67.46;-35.88;57;1.17;48
Krasnyy chikoy;RU;Russian federation;2012349;Krasnyy Chikoy;RU;108.75;50.36;-25.66;38;0.97;0
Las cruces;US;United states of america;5475352;Las Cruces;US;-106.78;32.31;11.52;49;1.5;75
Asyut;EG;Egypt;359783;Asyut;EG;31.19;27.18;13.0;54;6.2;0
Clarence town;BS;Bahamas;3572640;Clarence Town;BS;-74.98;23.1;24.15;100;4.47;44
Sicamous;CA;Canada;6147353;Sicamous;CA;-118.99;50.84;-2.0;92;1.0;90
Kupino;RU;Russian federation;1501365;Kupino;RU;77.31;54.36;-22.03;63;1.42;44
Shemgang;BT;Bhutan;1252451;Shemgang;BT;90.66;27.22;7.4;93;0.87;8
Zhanakorgan;KZ;Kazakhstan;1517323;Zhanakorgan;KZ;67.25;43.91;-5.83;73;1.87;0
Bunia;CD;Congo (democratic republic of the);217695;Bunia;CD;30.25;1.56;19.47;74;0.92;0
Balkanabat;TM;Turkmenistan;161616;Balkanabat;TM;54.36;39.51;-1.11;96;1.52;24
Shchigry;RU;Russian federation;495206;Shchigry;RU;36.91;51.87;-3.73;93;4.57;92
Govindgarh;IN;India;1270854;Govindgarh;IN;77.0;27.5;9.02;79;1.67;76
Tallahassee;US;United states of america;4174715;Tallahassee;US;-84.28;30.44;13.04;28;4.6;1
Velikiy ustyug;RU;Russian federation;476062;Velikiy Ustyug;RU;46.3;60.76;-8.18;83;4.12;88
Pochutla;MX;Mexico;3517970;Pochutla;MX;-96.47;15.74;29.44;62;5.1;40
Kargasok;RU;Russian federation;1504382;Kargasok;RU;80.87;59.06;-23.68;73;1.62;24
Bijie;CN;China;1816373;Bijie;CN;105.3;27.3;1.07;98;1.37;76
Varnavino;RU;Russian federation;543704;Varnavino;RU;46.56;61.19;-7.68;85;3.87;76
Pedasi;PA;Panama;3703239;Pedasi;PA;-80.03;7.53;26.4;99;7.47;0
Huaihua;CN;China;1807689;Huaihua;CN;109.96;27.56;1.47;100;1.42;92
Vila franca do campo;PT;Portugal;3372472;Vila Franca do Campo;PT;-25.43;37.72;14.0;71;6.2;20
Oussouye;SN;Senegal;2246901;Oussouye;SN;-16.54;12.49;27.86;73;2.1;0
Ardakan;IR;Iran (islamic republic of);143073;Ardakan;IR;54.02;32.31;6.0;15;3.1;0
Lavrentiya;RU;Russian federation;4031637;Lavrentiya;RU;-170.99;65.58;-20.61;98;9.92;0
Shache;CN;China;1280037;Shache;CN;77.24;38.42;-11.98;70;1.62;20
Touzim;CZ;Czechia;3064145;Touzim;CZ;12.99;50.06;-1.96;73;1.0;75
Tralee;IE;Ireland;2961123;Tralee;IE;-9.7;52.27;10.0;100;0.5;90
College;US;United states of america;5859699;College;US;-147.8;64.86;-30.53;75;1.52;75
Sokoto;NG;Nigeria;2322911;Sokoto;NG;5.24;13.06;26.57;47;1.42;20
San luis;CO;Colombia;3669399;San Luis;CO;-75.1;4.13;25.0;69;2.1;75
Ternate;ID;Indonesia;1624041;Ternate;ID;127.4;0.8;27.52;100;3.57;12
Saint george;BM;Bermuda;3573061;Saint George;BM;-64.68;32.38;19.0;63;9.8;75
Rorvik;NO;Norway;3141310;Rorvik;NO;11.24;64.86;6.1;65;17.0;75
Evensk;RU;Russian federation;2125693;Evensk;RU;159.24;61.92;-3.28;94;5.92;68
Clyde river;CA;Canada;5924351;Clyde River;CA;-68.59;70.47;-32.0;74;2.1;20
Zapolyarnyy;RU;Russian federation;464790;Zapolyarnyy;RU;30.82;69.43;-2.0;86;16.5;75
Cabatuan;PH;Philippines;1721714;Cabatuan;PH;121.67;16.95;21.22;96;0.37;88
Villacarrillo;ES;Spain;2509606;Villacarrillo;ES;-3.08;38.12;-0.01;71;2.72;0
West fargo;US;United states of america;5062458;West Fargo;US;-96.9;46.88;-8.14;67;8.2;1
Qandala;SO;Somalia;53157;Qandala;SO;49.87;11.47;18.52;100;0.72;68
Brae;GB;United kingdom of great britain and northern ireland;2654970;Brae;GB;-1.35;60.4;9.0;87;8.2;92
Buraydah;SA;Saudi arabia;107304;Buraydah;SA;43.97;26.33;12.0;58;3.6;0
Verkhoyansk;RU;Russian federation;2013465;Verkhoyansk;RU;133.39;67.55;-40.28;86;1.47;76
Mattru;SL;Sierra leone;2409215;Mattru;SL;-11.83;7.62;33.57;38;2.17;0
Roald;NO;Norway;3141667;Roald;NO;6.12;62.58;7.32;87;9.8;75
Lavrentiya;RU;Russian federation;4031637;Lavrentiya;RU;-170.99;65.58;-20.61;98;9.92;0
Kuandian;CN;China;2036283;Kuandian;CN;124.78;40.73;-18.66;57;1.17;0
Petatlan;MX;Mexico;3992842;Petatlan;MX;-101.27;17.52;31.0;62;4.1;5
Adrar;DZ;Algeria;2508813;Adrar;DZ;-0.29;27.87;15.0;15;4.6;0
Barrow;US;United states of america;4252975;Barrow;US;-90.4;39.51;-2.26;55;2.07;1
Coahuayana;MX;Mexico;3981460;Coahuayana;MX;-100.35;18.62;25.52;37;1.42;0
Narsaq;GL;Greenland;3421719;Narsaq;GL;-46.05;60.91;-6.88;83;1.97;92
Guerrero negro;MX;Mexico;4021858;Guerrero Negro;MX;-114.04;27.97;16.12;92;1.52;92
Barrow;US;United states of america;4252975;Barrow;US;-90.4;39.51;-2.26;55;2.07;1
Pirgos;GR;Greece;261814;Pirgos;GR;25.72;35.12;14.0;82;8.7;40
Chebsara;RU;Russian federation;569681;Chebsara;RU;38.84;59.2;-13.0;92;1.0;75
Batticaloa;LK;Sri lanka;1250161;Batticaloa;LK;81.69;7.71;25.57;98;3.77;92
Port arthur;US;United states of america;4720039;Port Arthur;US;-93.93;29.9;14.17;30;3.02;1
Osypenko;UA;Ukraine;699329;Osypenko;UA;34.39;48.04;-1.0;92;5.0;90
Chabahar;IR;Iran (islamic republic of);1161724;Chabahar;IR;60.65;25.29;24.25;93;6.87;0
Hobyo;SO;Somalia;57000;Hobyo;SO;48.53;5.35;24.6;86;7.62;68
Leh;IN;India;1264976;Leh;IN;77.58;34.16;-25.01;72;0.77;76
Wadi musa;JO;Jordan;246008;Wadi Musa;JO;35.48;30.32;9.0;49;0.5;0
Sanski most;BA;Bosnia and herzegovina;3191297;Sanski Most;BA;16.67;44.77;1.0;95;3.1;75
Karpogory;RU;Russian federation;552256;Karpogory;RU;44.44;64.0;-13.98;78;2.42;44
